,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
659,Estonia,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
660,Estonia,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
661,Estonia,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
662,Estonia,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
663,Estonia,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
664,Estonia,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
665,Ethiopia,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
666,Ethiopia,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
667,Ethiopia,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
668,Ethiopia,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
669,Ethiopia,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
670,Ethiopia,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
671,Ethiopia,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
672,Finland,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
673,Finland,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
674,Finland,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
675,Finland,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
676,Finland,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
677,Finland,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
678,Finland,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
679,Fiji,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
680,Fiji,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
681,Fiji,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
682,Fiji,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
683,Fiji,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
684,Fiji,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
685,Fiji,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
686,France,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
687,France,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
688,France,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
689,France,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
690,France,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
691,France,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
692,France,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
693,Faeroe Islands,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
694,Faeroe Islands,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
695,Faeroe Islands,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
696,Faeroe Islands,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
697,Faeroe Islands,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
698,Faeroe Islands,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
699,Faeroe Islands,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
700,Gabon,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
701,Gabon,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
702,Gabon,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
703,Gabon,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
704,Gabon,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
705,Gabon,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
706,Gabon,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
707,United Kingdom,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
708,United Kingdom,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
709,United Kingdom,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
710,United Kingdom,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
711,United Kingdom,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
712,United Kingdom,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
713,United Kingdom,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
714,United Kingdom,England,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
715,United Kingdom,England,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
716,United Kingdom,England,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
717,United Kingdom,England,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
718,United Kingdom,England,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
719,United Kingdom,England,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
720,United Kingdom,England,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
721,United Kingdom,Northern Ireland,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
722,United Kingdom,Northern Ireland,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
723,United Kingdom,Northern Ireland,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
724,United Kingdom,Northern Ireland,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
725,United Kingdom,Northern Ireland,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
726,United Kingdom,Northern Ireland,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
727,United Kingdom,Northern Ireland,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
728,United Kingdom,Scotland,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
729,United Kingdom,Scotland,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
730,United Kingdom,Scotland,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
731,United Kingdom,Scotland,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
732,United Kingdom,Scotland,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
733,United Kingdom,Scotland,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
734,United Kingdom,Scotland,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
735,United Kingdom,Wales,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
736,United Kingdom,Wales,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
737,United Kingdom,Wales,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
738,United Kingdom,Wales,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
739,United Kingdom,Wales,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
740,United Kingdom,Wales,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
741,United Kingdom,Wales,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
742,Georgia,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
743,Georgia,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
744,Georgia,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
745,Georgia,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
746,Georgia,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
747,Georgia,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
748,Georgia,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
749,Ghana,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
750,Ghana,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
751,Ghana,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
752,Ghana,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
753,Ghana,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
754,Ghana,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
755,Ghana,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
756,Guinea,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
757,Guinea,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
758,Guinea,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
759,Guinea,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
760,Guinea,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
761,Guinea,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
762,Guinea,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
763,Gambia,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
764,Gambia,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
765,Gambia,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
766,Gambia,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
767,Gambia,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
768,Gambia,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
769,Gambia,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
770,Greece,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
771,Greece,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
772,Greece,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
773,Greece,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
774,Greece,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
775,Greece,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
776,Greece,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
777,Greenland,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
778,Greenland,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
779,Greenland,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
780,Greenland,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
781,Greenland,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
782,Greenland,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
783,Greenland,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
784,Guatemala,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
785,Guatemala,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
786,Guatemala,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
787,Guatemala,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
788,Guatemala,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
789,Guatemala,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
790,Guatemala,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
791,Guam,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
792,Guam,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
793,Guam,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
794,Guam,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
795,Guam,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
796,Guam,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
797,Guam,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
798,Guyana,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
799,Guyana,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
800,Guyana,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
801,Guyana,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
802,Guyana,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
803,Guyana,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
804,Guyana,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
805,Hong Kong,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
806,Hong Kong,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
807,Hong Kong,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
808,Hong Kong,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
809,Hong Kong,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
810,Hong Kong,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
811,Hong Kong,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
812,Honduras,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
813,Honduras,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
814,Honduras,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
815,Honduras,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
816,Honduras,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
817,Honduras,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
818,Honduras,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
819,Croatia,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
820,Croatia,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
821,Croatia,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
822,Croatia,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
823,Croatia,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
824,Croatia,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
825,Croatia,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
826,Haiti,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
827,Haiti,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
828,Haiti,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
829,Haiti,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
830,Haiti,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
831,Haiti,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
832,Haiti,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
833,Hungary,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
834,Hungary,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
835,Hungary,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
836,Hungary,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
837,Hungary,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
838,Hungary,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
839,Hungary,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
840,Indonesia,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
841,Indonesia,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
842,Indonesia,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
843,Indonesia,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
844,Indonesia,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
845,Indonesia,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
846,Indonesia,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
847,India,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
848,India,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
849,India,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
850,India,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
851,India,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
852,India,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
853,India,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
854,Ireland,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
855,Ireland,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
856,Ireland,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
857,Ireland,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
858,Ireland,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
859,Ireland,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
860,Ireland,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
861,Iran,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
862,Iran,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
863,Iran,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
864,Iran,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
865,Iran,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
866,Iran,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
867,Iran,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
868,Iraq,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
869,Iraq,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
870,Iraq,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
871,Iraq,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
872,Iraq,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
873,Iraq,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
874,Iraq,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
875,Iceland,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
876,Iceland,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
877,Iceland,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
878,Iceland,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
879,Iceland,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
880,Iceland,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
881,Iceland,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
882,Israel,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
883,Israel,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
884,Israel,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
885,Israel,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
886,Israel,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
887,Israel,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
888,Israel,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
889,Italy,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
890,Italy,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
891,Italy,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
892,Italy,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
893,Italy,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
894,Italy,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
895,Italy,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
896,Jamaica,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
897,Jamaica,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
898,Jamaica,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
899,Jamaica,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
900,Jamaica,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
901,Jamaica,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
902,Jamaica,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
903,Jordan,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
904,Jordan,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
905,Jordan,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
906,Jordan,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
907,Jordan,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
908,Jordan,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
909,Jordan,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
910,Japan,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
911,Japan,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
912,Japan,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
913,Japan,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
914,Japan,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
915,Japan,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
916,Japan,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
917,Kazakhstan,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
918,Kazakhstan,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
919,Kazakhstan,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
920,Kazakhstan,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
921,Kazakhstan,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
922,Kazakhstan,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
923,Kazakhstan,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
924,Kenya,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
925,Kenya,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
926,Kenya,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
927,Kenya,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
928,Kenya,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
929,Kenya,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
930,Kenya,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
931,Kyrgyz Republic,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
932,Kyrgyz Republic,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
933,Kyrgyz Republic,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
934,Kyrgyz Republic,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
935,Kyrgyz Republic,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
936,Kyrgyz Republic,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
937,Kyrgyz Republic,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
938,Cambodia,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
939,Cambodia,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
940,Cambodia,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
941,Cambodia,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
942,Cambodia,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
943,Cambodia,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
944,Cambodia,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
945,Kiribati,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
946,Kiribati,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
947,Kiribati,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
948,Kiribati,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
949,Kiribati,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
950,Kiribati,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
951,Kiribati,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
952,South Korea,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
953,South Korea,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
954,South Korea,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
955,South Korea,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
956,South Korea,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
957,South Korea,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
958,South Korea,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
959,Kuwait,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
960,Kuwait,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
961,Kuwait,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
962,Kuwait,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
963,Kuwait,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
964,Kuwait,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
965,Kuwait,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
966,Laos,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
967,Laos,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
968,Laos,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
969,Laos,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
970,Laos,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
971,Laos,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
972,Laos,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
973,Lebanon,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
974,Lebanon,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
975,Lebanon,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
976,Lebanon,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
977,Lebanon,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
978,Lebanon,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
979,Lebanon,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
980,Liberia,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
981,Liberia,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
982,Liberia,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
983,Liberia,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
984,Liberia,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
985,Liberia,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
986,Liberia,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
987,Libya,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
988,Libya,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
989,Libya,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
990,Libya,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
991,Libya,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
992,Libya,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
993,Libya,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
994,Sri Lanka,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
995,Sri Lanka,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
996,Sri Lanka,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
997,Sri Lanka,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
998,Sri Lanka,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
999,Sri Lanka,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1000,Sri Lanka,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1001,Lesotho,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1002,Lesotho,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1003,Lesotho,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1004,Lesotho,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1005,Lesotho,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1006,Lesotho,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
